SalesOrderID,OrderLine,CustomerID,MaterialID,PlantID,OrderDate,RequestedDeliveryDate,ActualDeliveryDate,Quantity,UnitPrice,GrossRevenue,DiscountPercent,DiscountAmount,NetRevenue,Currency,SalesChannel,OrderStatus,DeliveryStatus
SO000809,10,CUST0132,MAT0125,PL03,2026-03-06,2026-04-01,,1373,25.71,35299.83,10.0,3529.98,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO000810,10,CUST0135,MAT0099,PL01,2025-01-18,2025-02-05,2025-02-07,307,73.49,22561.43,0.0,0.0,22561.43,AUD,Direct Sales,Completed,Late
SO000811,10,CUST0141,MAT0035,PL03,2026-06-23,2026-07-18,2026-07-20,1094,61.53,67313.82,5.0,3365.69,63948.13,USD,E-Commerce,Completed,Late
SO000812,10,CUST0134,MAT0147,PL04,2026-02-03,2026-02-17,2026-02-22,1290,34.23,44156.7,7.5,3311.75,40844.95,USD,Retail,Completed,Late
SO000813,10,CUST0189,MAT0049,PL04,2026-06-12,2026-06-24,,540,27.15,14661.0,2.0,293.22,14367.78,USD,E-Commerce,In Process,Not Delivered
SO000814,10,CUST0047,MAT0034,PL01,2026-01-04,2026-02-03,,62,57.16,3543.92,0.0,0.0,3543.92,USD,E-Commerce,In Process,Not Delivered
SO000815,10,CUST0181,MAT0104,PL02,2026-01-07,2026-01-28,,1192,24.2,28846.4,0.0,0.0,0.0,AUD,E-Commerce,Cancelled,Not Delivered
SO000816,10,CUST0193,MAT0142,PL03,2026-02-14,2026-03-07,2026-03-07,624,14.57,9091.68,5.0,454.58,8637.1,USD,Retail,Completed,On Time
SO000817,10,CUST0075,MAT0027,PL03,2025-12-30,2026-01-02,,719,41.37,29745.03,10.0,2974.5,0.0,CAD,Direct Sales,Cancelled,Not Delivered
SO000818,10,CUST0024,MAT0045,PL02,2025-10-21,2025-10-28,2025-10-29,1400,47.91,67074.0,0.0,0.0,67074.0,AUD,E-Commerce,Completed,Late
SO000819,10,CUST0107,MAT0001,PL04,2026-03-11,2026-03-18,2026-03-19,864,55.33,47805.12,5.0,2390.26,45414.86,USD,Direct Sales,Completed,Late
SO000820,10,CUST0129,MAT0143,PL02,2026-04-02,2026-04-26,2026-04-30,1102,35.07,38647.14,5.0,1932.36,36714.78,AUD,E-Commerce,Completed,Late
SO000821,10,CUST0116,MAT0072,PL04,2026-06-14,2026-07-03,2026-07-02,1196,60.68,72573.28,2.0,1451.47,71121.81,USD,E-Commerce,Completed,On Time
SO000822,10,CUST0051,MAT0123,PL03,2025-01-27,2025-02-08,,853,16.45,14031.85,0.0,0.0,0.0,CAD,Distributor,Cancelled,Not Delivered
SO000823,10,CUST0077,MAT0127,PL04,2025-01-12,2025-01-22,,120,36.66,4399.2,0.0,0.0,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO000824,10,CUST0100,MAT0078,PL02,2026-01-28,2026-02-27,,134,18.96,2540.64,2.0,50.81,0.0,AUD,Retail,Cancelled,Not Delivered
SO000825,10,CUST0070,MAT0107,PL04,2025-02-13,2025-02-25,2025-03-02,70,9.43,660.1,7.5,49.51,610.59,USD,Distributor,Completed,Late
SO000826,10,CUST0109,MAT0145,PL04,2026-05-04,2026-06-03,2026-06-08,432,64.69,27946.08,10.0,2794.61,25151.47,AUD,Direct Sales,Completed,Late
SO000827,10,CUST0195,MAT0118,PL04,2025-06-05,2025-06-29,,670,11.86,7946.2,10.0,794.62,0.0,USD,Distributor,Cancelled,Not Delivered
SO000828,10,CUST0100,MAT0013,PL04,2026-03-08,2026-03-20,2026-03-20,1031,78.95,81397.45,7.5,6104.81,75292.64,USD,Direct Sales,Completed,On Time
SO000829,10,CUST0151,MAT0067,PL02,2025-05-22,2025-05-26,,469,58.66,27511.54,5.0,1375.58,26135.96,USD,Direct Sales,Backordered,Not Delivered
SO000830,10,CUST0192,MAT0084,PL02,2026-01-06,2026-01-17,,408,37.06,15120.48,2.0,302.41,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO000831,10,CUST0102,MAT0076,PL01,2025-12-19,2026-01-17,2026-01-16,713,34.97,24933.61,0.0,0.0,24933.61,USD,Direct Sales,Completed,On Time
SO000832,10,CUST0198,MAT0064,PL02,2026-03-31,2026-04-27,,1253,37.05,46423.65,7.5,3481.77,42941.88,USD,Direct Sales,Backordered,Not Delivered
SO000833,10,CUST0078,MAT0057,PL01,2025-09-11,2025-09-20,,1345,24.92,33517.4,0.0,0.0,33517.4,USD,Retail,Backordered,Not Delivered
SO000834,10,CUST0113,MAT0013,PL03,2026-03-19,2026-03-26,,139,69.74,9693.86,5.0,484.69,9209.17,USD,Direct Sales,Backordered,Not Delivered
SO000835,10,CUST0087,MAT0123,PL01,2025-02-06,2025-03-01,2025-03-04,37,15.39,569.43,5.0,28.47,540.96,USD,Distributor,Completed,Late
SO000836,10,CUST0169,MAT0142,PL04,2026-05-17,2026-05-29,2026-06-06,26,14.17,368.42,0.0,0.0,368.42,CAD,Retail,Completed,Late
SO000837,10,CUST0064,MAT0106,PL03,2025-10-01,2025-10-05,2025-10-13,155,68.05,10547.75,5.0,527.39,10020.36,CAD,Direct Sales,Completed,Late
SO000838,10,CUST0033,MAT0113,PL02,2025-01-24,2025-02-20,2025-02-28,784,16.2,12700.8,10.0,1270.08,11430.72,USD,Direct Sales,Completed,Late
SO000839,10,CUST0188,MAT0045,PL01,2026-06-21,2026-07-19,2026-07-19,31,51.65,1601.15,2.0,32.02,1569.13,AUD,Direct Sales,Completed,On Time
SO000840,10,CUST0081,MAT0024,PL02,2025-10-01,2025-10-21,2025-10-24,632,47.41,29963.12,0.0,0.0,29963.12,USD,E-Commerce,Completed,Late
SO000841,10,CUST0072,MAT0075,PL04,2025-05-29,2025-06-14,2025-06-13,680,34.03,23140.4,7.5,1735.53,21404.87,USD,Distributor,Completed,On Time
SO000842,10,CUST0066,MAT0139,PL03,2026-05-19,2026-05-24,2026-05-29,1401,37.74,52873.74,10.0,5287.37,47586.37,CAD,Retail,Completed,Late
SO000843,10,CUST0079,MAT0120,PL03,2025-11-20,2025-12-10,2025-12-12,658,27.76,18266.08,2.0,365.32,17900.76,USD,Distributor,Completed,Late
SO000844,10,CUST0111,MAT0023,PL03,2026-02-16,2026-02-28,,789,52.43,41367.27,2.0,827.35,40539.92,USD,Retail,Backordered,Not Delivered
SO000845,10,CUST0018,MAT0069,PL02,2025-04-19,2025-04-28,,478,65.9,31500.2,2.0,630.0,30870.2,USD,Distributor,In Process,Not Delivered
SO000846,10,CUST0155,MAT0045,PL02,2026-01-13,2026-01-18,,456,44.55,20314.8,10.0,2031.48,18283.32,USD,E-Commerce,Backordered,Not Delivered
SO000847,10,CUST0131,MAT0056,PL02,2025-08-07,2025-08-19,2025-08-19,1371,78.51,107637.21,0.0,0.0,107637.21,USD,E-Commerce,Completed,On Time
SO000848,10,CUST0090,MAT0026,PL03,2025-10-02,2025-10-30,2025-11-04,991,42.03,41651.73,0.0,0.0,41651.73,AUD,Distributor,Completed,Late
SO000849,10,CUST0064,MAT0001,PL03,2025-11-06,2025-11-27,2025-12-02,713,64.02,45646.26,0.0,0.0,45646.26,USD,Distributor,Completed,Late
SO000850,10,CUST0025,MAT0010,PL02,2026-06-07,2026-07-01,2026-06-29,15,16.78,251.7,5.0,12.59,239.11,USD,Distributor,Completed,On Time
SO000851,10,CUST0200,MAT0136,PL03,2026-05-16,2026-05-26,2026-06-01,1112,11.85,13177.2,0.0,0.0,13177.2,AUD,Retail,Completed,Late
SO000852,10,CUST0175,MAT0075,PL01,2025-02-11,2025-02-22,,1184,36.12,42766.08,0.0,0.0,42766.08,CAD,E-Commerce,Backordered,Not Delivered
SO000853,10,CUST0121,MAT0010,PL03,2026-01-17,2026-02-11,,1370,17.44,23892.8,7.5,1791.96,22100.84,CAD,E-Commerce,Backordered,Not Delivered
SO000854,10,CUST0149,MAT0028,PL03,2025-04-10,2025-04-21,2025-04-20,1023,26.66,27273.18,10.0,2727.32,24545.86,CAD,Distributor,Completed,On Time
SO000855,10,CUST0146,MAT0140,PL01,2025-11-16,2025-12-05,,1206,14.77,17812.62,0.0,0.0,0.0,USD,Retail,Cancelled,Not Delivered
SO000856,10,CUST0144,MAT0083,PL01,2025-10-26,2025-11-23,,634,39.6,25106.4,10.0,2510.64,22595.76,AUD,Direct Sales,Backordered,Not Delivered
SO000857,10,CUST0097,MAT0093,PL03,2025-12-20,2026-01-10,2026-01-09,494,15.56,7686.64,2.0,153.73,7532.91,USD,E-Commerce,Completed,On Time
SO000858,10,CUST0035,MAT0107,PL04,2026-05-17,2026-06-16,2026-06-16,1041,9.61,10004.01,7.5,750.3,9253.71,USD,Retail,Completed,On Time
SO000859,10,CUST0155,MAT0096,PL02,2026-02-07,2026-02-17,2026-02-18,306,34.85,10664.1,5.0,533.21,10130.89,AUD,E-Commerce,Completed,Late
SO000860,10,CUST0133,MAT0074,PL01,2025-10-08,2025-10-16,2025-10-14,1399,38.86,54365.14,5.0,2718.26,51646.88,USD,E-Commerce,Completed,On Time
SO000861,10,CUST0048,MAT0105,PL03,2025-07-16,2025-08-12,2025-08-10,169,47.63,8049.47,0.0,0.0,8049.47,USD,Retail,Completed,On Time
SO000862,10,CUST0090,MAT0146,PL01,2026-04-08,2026-04-20,,896,66.58,59655.68,0.0,0.0,59655.68,AUD,Direct Sales,Backordered,Not Delivered
SO000863,10,CUST0122,MAT0144,PL03,2025-08-23,2025-09-20,2025-09-18,1391,8.23,11447.93,7.5,858.59,10589.34,USD,Direct Sales,Completed,On Time
SO000864,10,CUST0153,MAT0026,PL01,2025-04-12,2025-04-28,,710,41.1,29181.0,0.0,0.0,29181.0,USD,Distributor,Backordered,Not Delivered
SO000865,10,CUST0001,MAT0031,PL04,2026-03-20,2026-03-28,,207,9.28,1920.96,10.0,192.1,1728.86,USD,Direct Sales,Backordered,Not Delivered
SO000866,10,CUST0069,MAT0068,PL01,2025-07-27,2025-08-18,,737,68.55,50521.35,0.0,0.0,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO000867,10,CUST0086,MAT0107,PL03,2025-10-01,2025-10-11,,451,8.65,3901.15,2.0,78.02,3823.13,USD,Retail,In Process,Not Delivered
SO000868,10,CUST0118,MAT0046,PL04,2025-03-11,2025-04-06,,862,7.53,6490.86,0.0,0.0,0.0,USD,Distributor,Cancelled,Not Delivered
SO000869,10,CUST0186,MAT0062,PL01,2025-03-15,2025-04-06,,730,44.45,32448.5,0.0,0.0,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO000870,10,CUST0116,MAT0010,PL04,2025-11-10,2025-11-15,,423,15.96,6751.08,5.0,337.55,6413.53,USD,Retail,Backordered,Not Delivered
SO000871,10,CUST0101,MAT0011,PL01,2025-10-11,2025-10-18,2025-10-19,149,23.85,3553.65,2.0,71.07,3482.58,USD,Retail,Completed,Late
SO000872,10,CUST0175,MAT0106,PL01,2025-05-24,2025-05-27,,925,65.02,60143.5,0.0,0.0,0.0,USD,Distributor,Cancelled,Not Delivered
SO000873,10,CUST0149,MAT0134,PL02,2026-05-27,2026-06-06,,872,38.01,33144.72,0.0,0.0,33144.72,AUD,E-Commerce,In Process,Not Delivered
SO000874,10,CUST0032,MAT0079,PL03,2025-04-19,2025-05-01,2025-05-02,1153,68.96,79510.88,0.0,0.0,79510.88,CAD,E-Commerce,Completed,Late
SO000875,10,CUST0087,MAT0086,PL02,2025-02-01,2025-02-22,2025-03-01,1093,56.55,61809.15,0.0,0.0,61809.15,USD,Retail,Completed,Late
SO000876,10,CUST0069,MAT0117,PL02,2025-10-30,2025-11-09,,318,30.58,9724.44,10.0,972.44,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO000877,10,CUST0016,MAT0008,PL04,2025-05-19,2025-06-10,2025-06-10,415,59.53,24704.95,7.5,1852.87,22852.08,AUD,Retail,Completed,On Time
SO000878,10,CUST0195,MAT0098,PL02,2026-02-07,2026-02-16,,1465,16.49,24157.85,2.0,483.16,23674.69,USD,Direct Sales,In Process,Not Delivered
SO000879,10,CUST0174,MAT0071,PL04,2025-01-26,2025-02-11,,606,57.73,34984.38,0.0,0.0,34984.38,CAD,Retail,In Process,Not Delivered
SO000880,10,CUST0136,MAT0065,PL02,2025-06-15,2025-06-27,2025-07-05,181,40.68,7363.08,0.0,0.0,7363.08,USD,Retail,Completed,Late
SO000881,10,CUST0013,MAT0146,PL04,2026-01-06,2026-01-11,2026-01-17,576,64.17,36961.92,0.0,0.0,36961.92,USD,Retail,Completed,Late
SO000882,10,CUST0087,MAT0011,PL02,2025-01-03,2025-01-06,2025-01-07,596,23.86,14220.56,0.0,0.0,14220.56,USD,Distributor,Completed,Late
SO000883,10,CUST0075,MAT0122,PL01,2025-12-21,2026-01-04,2026-01-02,393,49.5,19453.5,0.0,0.0,19453.5,USD,Retail,Completed,On Time
SO000884,10,CUST0115,MAT0036,PL01,2025-04-28,2025-05-10,,759,60.8,46147.2,0.0,0.0,0.0,CAD,E-Commerce,Cancelled,Not Delivered
SO000885,10,CUST0035,MAT0013,PL01,2025-07-14,2025-08-10,2025-08-09,818,69.84,57129.12,5.0,2856.46,54272.66,CAD,Distributor,Completed,On Time
SO000886,10,CUST0105,MAT0034,PL01,2025-09-18,2025-09-21,2025-09-21,1301,51.62,67157.62,0.0,0.0,67157.62,CAD,Retail,Completed,On Time
SO000887,10,CUST0188,MAT0133,PL03,2025-07-16,2025-07-23,2025-07-29,774,68.19,52779.06,0.0,0.0,52779.06,USD,Retail,Completed,Late
SO000888,10,CUST0199,MAT0008,PL04,2025-11-06,2025-11-12,2025-11-18,1313,59.24,77782.12,7.5,5833.66,71948.46,USD,E-Commerce,Completed,Late
SO000889,10,CUST0081,MAT0074,PL04,2025-10-30,2025-11-05,,1171,39.3,46020.3,2.0,920.41,45099.89,USD,E-Commerce,Backordered,Not Delivered
SO000890,10,CUST0094,MAT0087,PL02,2026-02-13,2026-03-13,2026-03-18,503,56.7,28520.1,5.0,1426.01,27094.09,USD,Distributor,Completed,Late
SO000891,10,CUST0130,MAT0002,PL02,2026-02-05,2026-02-17,2026-02-15,1072,16.67,17870.24,10.0,1787.02,16083.22,USD,Direct Sales,Completed,On Time
SO000892,10,CUST0058,MAT0142,PL03,2025-03-10,2025-03-13,2025-03-14,860,13.84,11902.4,10.0,1190.24,10712.16,USD,Distributor,Completed,Late
SO000893,10,CUST0001,MAT0106,PL04,2025-10-10,2025-11-09,,926,71.02,65764.52,5.0,3288.23,62476.29,USD,E-Commerce,In Process,Not Delivered
SO000894,10,CUST0020,MAT0084,PL01,2025-02-20,2025-03-06,,1086,40.11,43559.46,7.5,3266.96,40292.5,USD,Distributor,In Process,Not Delivered
SO000895,10,CUST0182,MAT0147,PL03,2026-01-03,2026-01-29,,693,38.51,26687.43,0.0,0.0,26687.43,AUD,Retail,In Process,Not Delivered
SO000896,10,CUST0165,MAT0087,PL02,2026-05-14,2026-05-25,,640,48.88,31283.2,0.0,0.0,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO000897,10,CUST0047,MAT0018,PL02,2025-01-14,2025-01-29,2025-02-06,735,11.78,8658.3,0.0,0.0,8658.3,USD,Retail,Completed,Late
SO000898,10,CUST0044,MAT0103,PL01,2025-09-05,2025-10-05,2025-10-03,681,17.12,11658.72,0.0,0.0,11658.72,USD,E-Commerce,Completed,On Time
SO000899,10,CUST0135,MAT0060,PL01,2025-02-11,2025-03-13,,1259,77.34,97371.06,0.0,0.0,0.0,AUD,Retail,Cancelled,Not Delivered
SO000900,10,CUST0004,MAT0119,PL04,2026-03-11,2026-03-17,2026-03-19,953,71.01,67672.53,10.0,6767.25,60905.28,USD,Retail,Completed,Late
SO000901,10,CUST0089,MAT0078,PL04,2025-07-20,2025-07-28,2025-08-02,19,20.78,394.82,7.5,29.61,365.21,USD,Direct Sales,Completed,Late
SO000902,10,CUST0137,MAT0055,PL03,2025-01-21,2025-02-02,,14,33.08,463.12,0.0,0.0,463.12,USD,Direct Sales,In Process,Not Delivered
SO000903,10,CUST0073,MAT0007,PL03,2026-05-24,2026-06-17,,1150,51.57,59305.5,2.0,1186.11,58119.39,USD,Direct Sales,In Process,Not Delivered
SO000904,10,CUST0185,MAT0141,PL04,2025-11-11,2025-12-09,2025-12-07,277,55.99,15509.23,10.0,1550.92,13958.31,AUD,Retail,Completed,On Time
SO000905,10,CUST0153,MAT0030,PL02,2025-09-24,2025-10-24,2025-10-28,1458,14.67,21388.86,2.0,427.78,20961.08,CAD,Retail,Completed,Late
SO000906,10,CUST0101,MAT0081,PL04,2025-10-23,2025-11-14,,345,69.52,23984.4,0.0,0.0,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO000907,10,CUST0018,MAT0055,PL02,2026-01-20,2026-01-25,,1212,30.52,36990.24,0.0,0.0,0.0,USD,Distributor,Cancelled,Not Delivered
SO000908,10,CUST0091,MAT0015,PL02,2026-06-25,2026-07-12,,1038,10.17,10556.46,0.0,0.0,10556.46,USD,E-Commerce,Backordered,Not Delivered
SO000909,10,CUST0039,MAT0036,PL01,2025-07-22,2025-08-10,2025-08-16,1441,57.72,83174.52,0.0,0.0,83174.52,CAD,Direct Sales,Completed,Late
SO000910,10,CUST0157,MAT0125,PL03,2025-09-20,2025-09-29,2025-10-06,727,27.86,20254.22,0.0,0.0,20254.22,USD,Retail,Completed,Late
SO000911,10,CUST0003,MAT0116,PL02,2025-09-20,2025-09-25,,676,75.9,51308.4,5.0,2565.42,48742.98,USD,Retail,In Process,Not Delivered
SO000912,10,CUST0143,MAT0040,PL01,2025-07-05,2025-07-31,,1125,52.1,58612.5,0.0,0.0,58612.5,USD,Direct Sales,In Process,Not Delivered
SO000913,10,CUST0150,MAT0040,PL04,2025-01-23,2025-02-04,2025-02-09,866,44.5,38537.0,5.0,1926.85,36610.15,AUD,Direct Sales,Completed,Late
SO000914,10,CUST0127,MAT0009,PL01,2025-04-17,2025-05-17,2025-05-19,1086,16.39,17799.54,10.0,1779.95,16019.59,AUD,E-Commerce,Completed,Late
SO000915,10,CUST0174,MAT0036,PL02,2025-01-21,2025-02-09,2025-02-17,1011,56.18,56797.98,0.0,0.0,56797.98,USD,Direct Sales,Completed,Late
SO000916,10,CUST0075,MAT0083,PL01,2026-06-11,2026-06-28,,899,34.75,31240.25,0.0,0.0,31240.25,AUD,E-Commerce,In Process,Not Delivered
SO000917,10,CUST0187,MAT0016,PL01,2026-04-30,2026-05-21,,1039,27.9,28988.1,7.5,2174.11,26813.99,CAD,Distributor,In Process,Not Delivered
SO000918,10,CUST0077,MAT0055,PL03,2026-06-25,2026-07-23,2026-07-22,1200,27.94,33528.0,0.0,0.0,33528.0,USD,E-Commerce,Completed,On Time
SO000919,10,CUST0153,MAT0009,PL04,2026-06-08,2026-06-18,2026-06-19,592,17.14,10146.88,2.0,202.94,9943.94,USD,Distributor,Completed,Late
SO000920,10,CUST0088,MAT0124,PL01,2026-03-20,2026-04-15,,81,40.99,3320.19,0.0,0.0,3320.19,USD,Distributor,Backordered,Not Delivered
SO000921,10,CUST0036,MAT0021,PL03,2025-03-30,2025-04-28,2025-05-06,1195,33.45,39972.75,7.5,2997.96,36974.79,AUD,Direct Sales,Completed,Late
SO000922,10,CUST0037,MAT0147,PL04,2026-03-15,2026-04-10,,713,37.75,26915.75,7.5,2018.68,0.0,AUD,Direct Sales,Cancelled,Not Delivered
SO000923,10,CUST0180,MAT0121,PL02,2025-01-09,2025-01-27,2025-01-28,1260,18.27,23020.2,5.0,1151.01,21869.19,USD,Direct Sales,Completed,Late
SO000924,10,CUST0033,MAT0005,PL01,2026-06-28,2026-07-07,,1463,25.32,37043.16,0.0,0.0,0.0,AUD,Direct Sales,Cancelled,Not Delivered
SO000925,10,CUST0134,MAT0087,PL02,2025-09-07,2025-09-23,2025-09-23,236,56.19,13260.84,10.0,1326.08,11934.76,USD,E-Commerce,Completed,On Time
SO000926,10,CUST0191,MAT0082,PL01,2025-12-06,2025-12-11,,75,20.5,1537.5,10.0,153.75,1383.75,USD,Direct Sales,In Process,Not Delivered
SO000927,10,CUST0015,MAT0085,PL03,2025-10-14,2025-10-28,,438,25.99,11383.62,0.0,0.0,11383.62,USD,Retail,Backordered,Not Delivered
SO000928,10,CUST0136,MAT0089,PL04,2025-11-14,2025-12-12,2025-12-12,345,65.88,22728.6,5.0,1136.43,21592.17,USD,E-Commerce,Completed,On Time
SO000929,10,CUST0177,MAT0010,PL01,2025-03-22,2025-04-07,2025-04-11,563,15.91,8957.33,0.0,0.0,8957.33,CAD,Retail,Completed,Late
SO000930,10,CUST0049,MAT0018,PL01,2025-10-06,2025-10-25,,1249,11.76,14688.24,5.0,734.41,13953.83,CAD,Direct Sales,Backordered,Not Delivered
SO000931,10,CUST0130,MAT0066,PL03,2025-02-23,2025-03-17,,626,59.5,37247.0,7.5,2793.53,34453.47,USD,Direct Sales,Backordered,Not Delivered
SO000932,10,CUST0126,MAT0036,PL03,2026-02-22,2026-03-22,,1368,54.57,74651.76,0.0,0.0,74651.76,USD,E-Commerce,In Process,Not Delivered
SO000933,10,CUST0197,MAT0057,PL04,2025-09-29,2025-10-07,,1001,27.16,27187.16,0.0,0.0,27187.16,AUD,Distributor,Backordered,Not Delivered
SO000934,10,CUST0095,MAT0009,PL02,2026-03-30,2026-04-27,2026-05-05,110,17.67,1943.7,7.5,145.78,1797.92,AUD,Direct Sales,Completed,Late
SO000935,10,CUST0053,MAT0020,PL01,2025-07-09,2025-08-01,,703,14.25,10017.75,0.0,0.0,10017.75,AUD,Distributor,In Process,Not Delivered
SO000936,10,CUST0034,MAT0131,PL03,2025-02-12,2025-03-03,,475,38.37,18225.75,0.0,0.0,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO000937,10,CUST0187,MAT0144,PL04,2026-06-16,2026-07-05,2026-07-12,460,8.17,3758.2,0.0,0.0,3758.2,CAD,Direct Sales,Completed,Late
SO000938,10,CUST0115,MAT0136,PL02,2025-10-25,2025-11-11,2025-11-18,745,11.97,8917.65,0.0,0.0,8917.65,USD,Distributor,Completed,Late
SO000939,10,CUST0087,MAT0133,PL01,2025-11-10,2025-12-04,2025-12-09,576,67.45,38851.2,10.0,3885.12,34966.08,USD,Direct Sales,Completed,Late
SO000940,10,CUST0152,MAT0027,PL01,2025-02-10,2025-02-21,2025-02-27,571,40.2,22954.2,0.0,0.0,22954.2,USD,Distributor,Completed,Late
SO000941,10,CUST0065,MAT0075,PL04,2025-08-02,2025-08-17,,234,39.18,9168.12,10.0,916.81,8251.31,USD,E-Commerce,Backordered,Not Delivered
SO000942,10,CUST0041,MAT0143,PL01,2026-01-17,2026-01-23,2026-01-27,933,31.69,29566.77,0.0,0.0,29566.77,CAD,Distributor,Completed,Late
SO000943,10,CUST0056,MAT0083,PL03,2025-01-18,2025-02-14,,112,41.1,4603.2,10.0,460.32,4142.88,USD,Retail,Backordered,Not Delivered
SO000944,10,CUST0076,MAT0030,PL01,2025-07-31,2025-08-19,2025-08-18,576,16.31,9394.56,0.0,0.0,9394.56,USD,Distributor,Completed,On Time
SO000945,10,CUST0101,MAT0076,PL04,2026-06-07,2026-07-03,,400,29.72,11888.0,0.0,0.0,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO000946,10,CUST0091,MAT0023,PL04,2025-09-18,2025-09-22,,1025,54.87,56241.75,5.0,2812.09,53429.66,USD,E-Commerce,Backordered,Not Delivered
SO000947,10,CUST0097,MAT0019,PL03,2025-01-04,2025-01-08,,31,27.5,852.5,0.0,0.0,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO000948,10,CUST0134,MAT0090,PL02,2026-01-11,2026-02-01,,677,43.62,29530.74,0.0,0.0,0.0,CAD,Distributor,Cancelled,Not Delivered
SO000949,10,CUST0171,MAT0034,PL02,2025-10-27,2025-11-07,,1174,51.07,59956.18,7.5,4496.71,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO000950,10,CUST0069,MAT0048,PL02,2025-06-27,2025-07-15,2025-07-16,268,29.22,7830.96,0.0,0.0,7830.96,USD,Retail,Completed,Late
SO000951,10,CUST0135,MAT0027,PL02,2025-06-08,2025-07-02,2025-07-04,639,35.23,22511.97,5.0,1125.6,21386.37,CAD,Direct Sales,Completed,Late
SO000952,10,CUST0017,MAT0015,PL02,2025-06-06,2025-07-06,2025-07-06,720,10.35,7452.0,0.0,0.0,7452.0,USD,Direct Sales,Completed,On Time
SO000953,10,CUST0184,MAT0079,PL03,2026-04-03,2026-04-30,,727,68.98,50148.46,7.5,3761.13,0.0,CAD,Direct Sales,Cancelled,Not Delivered
SO000954,10,CUST0089,MAT0093,PL01,2025-11-07,2025-11-12,2025-11-18,187,17.58,3287.46,0.0,0.0,3287.46,USD,Direct Sales,Completed,Late
SO000955,10,CUST0188,MAT0041,PL02,2025-02-23,2025-03-07,2025-03-11,1077,37.92,40839.84,10.0,4083.98,36755.86,AUD,Direct Sales,Completed,Late
SO000956,10,CUST0111,MAT0044,PL03,2026-03-09,2026-03-14,2026-03-14,20,27.79,555.8,0.0,0.0,555.8,USD,Distributor,Completed,On Time
SO000957,10,CUST0122,MAT0073,PL01,2025-04-12,2025-04-19,,432,38.19,16498.08,5.0,824.9,15673.18,AUD,E-Commerce,In Process,Not Delivered
SO000958,10,CUST0097,MAT0109,PL02,2025-02-22,2025-03-16,,774,45.04,34860.96,0.0,0.0,34860.96,AUD,Distributor,Backordered,Not Delivered
SO000959,10,CUST0141,MAT0100,PL01,2025-05-06,2025-06-04,2025-06-10,1239,15.49,19192.11,0.0,0.0,19192.11,CAD,E-Commerce,Completed,Late
SO000960,10,CUST0115,MAT0092,PL02,2026-04-10,2026-04-22,2026-04-24,1110,47.56,52791.6,7.5,3959.37,48832.23,CAD,Retail,Completed,Late
SO000961,10,CUST0190,MAT0097,PL01,2025-11-25,2025-12-04,2025-12-05,67,61.09,4093.03,5.0,204.65,3888.38,USD,E-Commerce,Completed,Late
SO000962,10,CUST0135,MAT0082,PL04,2025-02-06,2025-03-07,,290,20.89,6058.1,0.0,0.0,6058.1,AUD,Direct Sales,Backordered,Not Delivered
SO000963,10,CUST0105,MAT0112,PL02,2025-10-05,2025-10-19,2025-10-23,484,46.2,22360.8,0.0,0.0,22360.8,USD,E-Commerce,Completed,Late
SO000964,10,CUST0184,MAT0098,PL01,2026-03-29,2026-04-18,2026-04-23,590,15.86,9357.4,10.0,935.74,8421.66,AUD,Direct Sales,Completed,Late
SO000965,10,CUST0046,MAT0071,PL02,2025-03-05,2025-03-18,2025-03-17,734,55.69,40876.46,0.0,0.0,40876.46,USD,E-Commerce,Completed,On Time
SO000966,10,CUST0020,MAT0128,PL01,2025-04-05,2025-04-09,,892,30.56,27259.52,0.0,0.0,27259.52,USD,E-Commerce,In Process,Not Delivered
SO000967,10,CUST0100,MAT0006,PL02,2026-03-02,2026-03-25,,287,45.44,13041.28,0.0,0.0,13041.28,USD,Retail,In Process,Not Delivered
SO000968,10,CUST0139,MAT0090,PL01,2025-10-11,2025-11-10,,1411,51.13,72144.43,5.0,3607.22,68537.21,USD,Distributor,Backordered,Not Delivered
SO000969,10,CUST0004,MAT0096,PL03,2025-03-16,2025-04-11,2025-04-10,632,34.52,21816.64,2.0,436.33,21380.31,USD,E-Commerce,Completed,On Time
SO000970,10,CUST0056,MAT0026,PL01,2026-02-15,2026-03-05,2026-03-08,204,42.85,8741.4,2.0,174.83,8566.57,USD,Direct Sales,Completed,Late
SO000971,10,CUST0027,MAT0007,PL03,2026-02-17,2026-03-09,,446,50.11,22349.06,2.0,446.98,21902.08,USD,Retail,Backordered,Not Delivered
SO000972,10,CUST0101,MAT0022,PL02,2026-06-21,2026-07-06,2026-07-09,1330,27.25,36242.5,7.5,2718.19,33524.31,USD,Distributor,Completed,Late
